EDCS-ID	publication	province	place	dating from	dating to	status	inscription	Links	Latitude	Longitude	TM Place	language	photo
EDCS-11201260	IMS-06, 00024	Moesia superior	Markova Sushica / Markova Susica / Scupi	101	200	milites; ordo equester; ordo senatorius; tituli sacri; viri	[Pr]o salu[te] / [6] / [6] / [6] / Saturninu[s] / [tr(ibunus)] mil(itum) bis / [3] v(otum) s(olvit) l(ibens) // Leg(io) VII Cla(udia) vo/tum libens / posuit / et Claudi[u]/s Divus |(centurio)	http://db.edcs.eu/epigr/partner.php?param=HD035988;T193475;lu_28135 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD035988 | https://www.trismegistos.org/text/193475	41.8983535	21.4070944	http://www.trismegistos.org/place/29750		http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$IMS_06_00024_1.jpg;$IMS_06_00024_2.jpg;pp
EDCS-16300574	AE 1912, 00079	Moesia superior	Ram / Lederata	56	100	milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=HD028050;T192839 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD028050 | https://www.trismegistos.org/text/192839	44.8061108	21.341123	http://www.trismegistos.org/place/29629		
EDCS-30600096	CIL 03, 06325,1 = CIL 03, 08275,1a	Moesia superior	Ram / Lederata			milites; sigilla impressa; tituli fabricationis	"[L]eg(io) VII C(laudia) P(ia) F(idelis)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T411916 | https://www.trismegistos.org/text/411916	44.8061108	21.341123	http://www.trismegistos.org/place/29629		
EDCS-31400610	CIL 03, 08275,1b	Moesia superior	Ram / Lederata			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII C(laudia) P(ia) F(idelis)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T411934 | https://www.trismegistos.org/text/411934	44.8061108	21.341123	http://www.trismegistos.org/place/29629		
EDCS-21000721	AE 2000, 01858	Moesia superior	Ritopek / Tricornium	101	300	milites; nomen singulare; ordo senatorius; sigilla impressa; tituli possessionis; tria nomina; viri	"[Le]g(io) VII Claudia [le]g(atus) Augusti S // Aur(elius) Herculanus // Martinianus f(ecit) XX
material: aes"	http://db.edcs.eu/epigr/partner.php?param=HD048245;T193900 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD048245 | https://www.trismegistos.org/text/193900	44.7256081	20.6500814	http://www.trismegistos.org/place/29672		
EDCS-30600095	CIL 03, 06324d	Moesia superior	Stara Brza Palanka / Egeta			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T411915 | https://www.trismegistos.org/text/411915	44.4691126	22.4453088	http://www.trismegistos.org/place/29681		
EDCS-31900202	CIL 03, 13814aa	Moesia superior	Tzlas			milites; nomen singulare; sigilla impressa; tituli fabricationis; viri	"Su(b) c(ura) Hermogeni p(rae)p(ositi) / rip(ae) leg(io) VII Cl(audia) Parce[3]
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T411961 | https://www.trismegistos.org/text/411961			http://www.trismegistos.org/place/36392		
EDCS-31900203	CIL 03, 13814ab	Moesia superior	Tzlas			milites; nomen singulare; sigilla impressa; tituli fabricationis; viri	"S(ub) s(ura) He[rmogeni p(rae)p(ositi)] rip(a)e / leg(io) V[II Cl(audia) Parce[3]
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T411962 | https://www.trismegistos.org/text/411962			http://www.trismegistos.org/place/36392		
EDCS-31900201	CIL 03, 13814	Moesia superior	Veliki Gradac / Taliata			milites; sigilla impressa; tituli fabricationis	"[L]eg(io) VII Ta[liatis(?)]
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T411960 | https://www.trismegistos.org/text/411960	44.443587	22.144349	http://www.trismegistos.org/place/29655		
EDCS-16000547	AE 1934, 00181	Moesia superior	Veliko Gradiste / Pincum	222	235	milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia) P(ia) S(everiana)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=HD026992;T192811 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD026992 | https://www.trismegistos.org/text/192811	44.7495362	21.505809	http://www.trismegistos.org/place/29630		
EDCS-27400538	CIL 03, 01700,3 (p 1024, 1470)	Moesia superior	Veliko Gradiste / Pincum			milites; praenomen et nomen; sigilla impressa; tituli fabricationis; viri	"[L]eg(io) VII Cl(audia) |(centuria) C(ai) Victorini p(rincipis?)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T411908 | https://www.trismegistos.org/text/411908	44.7495362	21.505809	http://www.trismegistos.org/place/29630		
EDCS-27400539	CIL 03, 01700,4 (p 1470)	Moesia superior	Veliko Gradiste / Pincum			milites; sigilla impressa; tituli fabricationis	"SCTAREPPRP l(egio) VII Cl(audia)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T411909 | https://www.trismegistos.org/text/411909	44.7495362	21.505809	http://www.trismegistos.org/place/29630		
EDCS-30600093	CIL 03, 06324b	Moesia superior	Veliko Gradiste / Pincum			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T411913 | https://www.trismegistos.org/text/411913	44.7495362	21.505809	http://www.trismegistos.org/place/29630		
EDCS-30600094	CIL 03, 06324c	Moesia superior	Zatonje			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T411914 | https://www.trismegistos.org/text/411914	44.7710825	21.3713515	http://www.trismegistos.org/place/36398		
EDCS-26201005	CIL 08, 10474,12b = CIL 08, 22631,32b	Numidia	Constantine / Bordj Saguiet er Roum / Cirta			sigilla impressa; tituli fabricationis	"Leg(io) VII Gem(ina)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=CO0038187;T328370 | https://www.trismegistos.org/text/328370 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0038187	36.360155	6.642433	http://www.trismegistos.org/place/11833		
EDCS-26201004	CIL 08, 10474,12a = CIL 08, 22631,32a	Numidia	Lambaesis			sigilla impressa; tituli fabricationis	"Leg(io) VII Gem(ina)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=CO0038187;T328369 | https://www.trismegistos.org/text/328369 | http://cil.bbaw.de/dateien/cil_view.php?KO=KO0038187	35.4897275	6.2573565	http://www.trismegistos.org/place/17465		
EDCS-31500090	CIL 03, 13394 (p 2328,166)	Pannonia inferior	Novi Banovci / Uj-Banovce / Burgenae			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T405287 | https://www.trismegistos.org/text/405287	44.949859	20.2783228	http://www.trismegistos.org/place/29301		
EDCS-31500091	CIL 03, 13394b (p 2328,166)	Pannonia inferior	Novi Banovci / Uj-Banovce / Burgenae			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia) K()
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T405288 | https://www.trismegistos.org/text/405288	44.949859	20.2783228	http://www.trismegistos.org/place/29301		
EDCS-29900658	CIL 03, 10666a (p 2328,187)	Pannonia inferior	Osijek / Esseg / Eszeg / Eszek / Mursa			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia) P(ia) F(idelis)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T405030 | https://www.trismegistos.org/text/405030	45.5549624	18.6955144	http://www.trismegistos.org/place/19902		
EDCS-29900659	CIL 03, 10666b (p 2328,187)	Pannonia inferior	Osijek / Esseg / Eszeg / Eszek / Mursa			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T405031 | https://www.trismegistos.org/text/405031	45.5549624	18.6955144	http://www.trismegistos.org/place/19902		
EDCS-29900638	CIL 03, 10666 (p 2328,187)	Pannonia inferior	Sremska Mitrovica / Mitrovicz / Sirmium			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia) P(ia) F(idelis)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T405029 | https://www.trismegistos.org/text/405029	44.9794968	19.6209662	http://www.trismegistos.org/place/19940		
EDCS-68800031	GuM-239-176	Provincia incerta	?			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia)
material: opus figlinae"						http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$GuM-239-176.jpg
EDCS-74100156	GuM-260-165	Provincia incerta	?			milites; sigilla impressa; tituli fabricationis	"Leg(io) VII C(laudia) P(ia) F(idelis)
material: opus figlinae"						http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$GuM-260-165.jpg
EDCS-65900003	MZR-173-1023	Provincia incerta	?			sigilla impressa; tituli fabricationis	"Leg(io) VII Cl(audia)
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=T672382 | https://www.trismegistos.org/text/672382					http://db.edcs.eu/epigr/bilder.php?bilder.php?bild=$MZR-173-1023.jpg
EDCS-30100016	AE 2003, 01791e	Syria	Belkis / Balkis / Zeugma / Seleucia			milites; sigilla impressa; tituli fabricationis	"Legio VII Claudia Pia Fidelis
material: opus figlinae"	http://db.edcs.eu/epigr/partner.php?param=HD045199;T198656 | https://edh-www.adw.uni-heidelberg.de/edh/inschrift/HD045199 | https://www.trismegistos.org/text/198656	37.046947	37.873000	http://www.trismegistos.org/place/4311		
